지역,날짜,총인구수 (명),남자인구수 (명),여자인구수 (명)
강원,2017. 07,1547387,779242,768145
충북,2017. 07,1592817,804225,788592
충남,2017. 07,2109230,1072094,1037136
전북,2017. 07,1856921,923537,933384
전남,2017. 07,1897681,948948,948733
경북,2017. 07,2690974,1352630,1338344
경남,2017. 07,3374601,1699166,1675435
제주,2017. 07,650190,327306,322884
전국,2017. 08,51753820,25847379,25906441
서울,2017. 08,9902072,4855013,5047059
부산,2017. 08,3484183,1716630,1767553
대구,2017. 08,2479887,1230481,1249406
인천,2017. 08,2948014,1479582,1468432
광주,2017. 08,1466642,726678,739964
대전,2017. 08,1507116,753326,753790
울산,2017. 08,1165909,600002,565907
세종,2017. 08,269102,134395,134707
경기,2017. 08,12810014,6443859,6366155
강원,2017. 08,1547455,779280,768175
충북,2017. 08,1593022,804272,788750
충남,2017. 08,2111419,1073294,1038125
전북,2017. 08,1855985,923000,932985
전남,2017. 08,1895974,947994,947980
경북,2017. 08,2690671,1352403,1338268
경남,2017. 08,3374467,1698991,1675476
제주,2017. 08,651888,328179,323709
전국,2017. 09,51762492,25850675,25911817
서울,2017. 09,9891448,4849195,5042253
부산,2017. 09,3482804,1715622,1767182
대구,2017. 09,2478236,1229570,1248666
인천,2017. 09,2947298,1479115,1468183
광주,2017. 09,1466639,726714,739925
대전,2017. 09,1506741,753133,753608
울산,2017. 09,1165385,599679,565706
세종,2017. 09,271410,135548,135862
경기,2017. 09,12827633,6452524,6375109
강원,2017. 09,1547768,779506,768262
충북,2017. 09,1593313,804367,788946
충남,2017. 09,2113033,1074196,1038837
전북,2017. 09,1855450,922805,932645
전남,2017. 09,1895233,947586,947647
경북,2017. 09,2691502,1352777,1338725
경남,2017. 09,3375329,1699428,1675901
제주,2017. 09,653270,328910,324360
전국,2017. 10,51769092,25852884,25916208
서울,2017. 10,9882810,4844555,5038255
부산,2017. 10,3478109,1713314,1764795
대구,2017. 10,2477186,1228943,1248243
인천,2017. 10,2948098,1479406,1468692
광주,2017. 10,1466716,726768,739948
대전,2017. 10,1505829,752671,753158
울산,2017. 10,1165528,599733,565795
세종,2017. 10,274092,136880,137212
경기,2017. 10,12841321,6459082,6382239
강원,2017. 10,1547999,779517,768482
충북,2017. 10,1593577,804466,789111
충남,2017. 10,2114284,1074987,1039297
전북,2017. 10,1854688,922381,932307
전남,2017. 10,1894676,947281,947395
경북,2017. 10,2691794,1352966,1338828
경남,2017. 10,3377635,1700251,1677384
제주,2017. 10,654750,329683,325067
전국,2017. 11,51774649,25854608,25920041
서울,2017. 11,9870167,4837345,5032822
부산,2017. 11,3474534,1711398,1763136
대구,2017. 11,2476557,1228498,1248059
인천,2017. 11,2948241,1479495,1468746
광주,2017. 11,1466328,726603,739725
대전,2017. 11,1504307,752025,752282
울산,2017. 11,1165317,599543,565774
세종,2017. 11,276879,138275,138604
경기,2017. 11,12858161,6467553,6390608
강원,2017. 11,1549344,780143,769201
충북,2017. 11,1594005,804791,789214
충남,2017. 11,2115586,1075610,1039976
전북,2017. 11,1853886,921918,931968
전남,2017. 11,1894426,947179,947247
경북,2017. 11,2691878,1353108,1338770
경남,2017. 11,3379020,1700819,1678201
제주,2017. 11,656013,330305,325708
전국,2017. 12,51778544,25855919,25922625
서울,2017. 12,9857426,4830206,5027220
부산,2017. 12,3470653,1709508,1761145
대구,2017. 12,2475231,1227814,1247417
인천,2017. 12,2948542,1479597,1468945
광주,2017. 12,1463770,725295,738475
대전,2017. 12,1502227,750969,751258
울산,2017. 12,1165132,599480,565652
세종,2017. 12,280100,139734,140366
경기,2017. 12,12873895,6475323,6398572
강원,2017. 12,1550142,780635,769507
충북,2017. 12,1594432,805091,789341
충남,2017. 12,2116770,1076270,1040500
전북,2017. 12,1854607,922307,932300
전남,2017. 12,1896424,948290,948134
경북,2017. 12,2691706,1353164,1338542
경남,2017. 12,3380404,1701413,1678991
제주,2017. 12,657083,330823,326260
전국,2018. 01,51779148,25855611,25923537
서울,2018. 01,9851767,4826345,5025422
부산,2018. 01,3467055,1707568,1759487
대구,2018. 01,2474309,1227177,1247132
인천,2018. 01,2950771,1480645,1470126
광주,2018. 01,1464037,725343,738694
대전,2018. 01,1501378,750415,750963
울산,2018. 01,1164489,599243,565246
세종,2018. 01,283198,141253,141945
경기,2018. 01,12890445,6483951,6406494
강원,2018. 01,1548078,779669,768409
충북,2018. 01,1593903,804965,788938
충남,2018. 01,2117685,1076905,1040780
전북,2018. 01,1851694,920846,930848
전남,2018. 01,1893444,947078,946366
경북,2018. 01,2688747,1351679,1337068
경남,2018. 01,3379981,1701185,1678796
제주,2018. 01,658167,331344,326823
전국,2018. 02,51779892,25855513,25924379
서울,2018. 02,9845336,4822071,5023265
부산,2018. 02,3465407,1706589,1758818
대구,2018. 02,2473466,1226725,1246741
인천,2018. 02,2951629,1480921,1470708
광주,2018. 02,1463100,724918,738182
대전,2018. 02,1499187,749331,749856
울산,2018. 02,1163151,598625,564526
세종,2018. 02,288079,143601,144478
경기,2018. 02,12908010,6492392,6415618
강원,2018. 02,1546259,778731,767528
충북,2018. 02,1594066,805256,788810
충남,2018. 02,2118099,1077315,1040784
전북,2018. 02,1849543,919935,929608
전남,2018. 02,1891308,946285,945023
경북,2018. 02,2685633,1350367,1335266
경남,2018. 02,3378430,1700579,1677851
제주,2018. 02,659189,331872,327317
전국,2018. 03,51784669,25856654,25928015
서울,2018. 03,9838892,4817507,5021385
부산,2018. 03,3463103,1705182,1757921
대구,2018. 03,2472175,1225877,1246298
인천,2018. 03,2951442,1480773,1470669
광주,2018. 03,1462033,724187,737846
대전,2018. 03,1497572,748488,749084
울산,2018. 03,1162074,598049,564025
세종,2018. 03,291182,145235,145947
경기,2018. 03,12925761,6501263,6424498
강원,2018. 03,1546152,778648,767504
충북,2018. 03,1594708,805800,788908
충남,2018. 03,2119468,1078219,1041249
전북,2018. 03,1848066,919121,928945
전남,2018. 03,1890423,946095,944328
경북,2018. 03,2683661,1349665,1333996
경남,2018. 03,3377516,1700053,1677463
제주,2018. 03,660441,332492,327949
전국,2018. 04,51790131,25857963,25932168
서울,2018. 04,9830452,4812514,5017938
부산,2018. 04,3460707,1703724,1756983
대구,2018. 04,2471136,1225216,1245920
인천,2018. 04,2952476,1481221,1471255
광주,2018. 04,1460972,723604,737368
대전,2018. 04,1496123,747775,748348
울산,2018. 04,1161303,597654,563649
세종,2018. 04,295041,147180,147861
경기,2018. 04,12941604,6509171,6432433
강원,2018. 04,1545452,778213,767239
충북,2018. 04,1595164,806193,788971
충남,2018. 04,2120666,1078780,1041886
전북,2018. 04,1847089,918599,928490
전남,2018. 04,1890412,946077,944335
경북,2018. 04,2682897,1349276,1333621
경남,2018. 04,3377126,1699703,1677423
제주,2018. 04,661511,333063,328448
전국,2018. 05,51796179,25859449,25936730
서울,2018. 05,9820971,4806841,5014130
부산,2018. 05,3458134,1702278,1755856
대구,2018. 05,2469936,1224529,1245407
인천,2018. 05,2953255,1481506,1471749
광주,2018. 05,1460564,723405,737159
대전,2018. 05,1495234,747264,747970
울산,2018. 05,1160657,597181,563476
세종,2018. 05,297604,148481,149123
경기,2018. 05,12958648,6517899,6440749
강원,2018. 05,1545291,777960,767331
충북,2018. 05,1595822,806654,789168
충남,2018. 05,2121618,1079334,1042284
전북,2018. 05,1846144,918074,928070
전남,2018. 05,1889726,945662,944064
경북,2018. 05,2682316,1348939,1333377
경남,2018. 05,3377626,1699839,1677787
제주,2018. 05,662633,333603,329030
전국,2018. 06,51801449,25861116,25940333
서울,2018. 06,9814049,4802769,5011280
부산,2018. 06,3455611,1700822,1754789
대구,2018. 06,2469617,1224126,1245491
인천,2018. 06,2953883,1481769,1472114
광주,2018. 06,1460745,723562,737183
대전,2018. 06,1494878,747071,747807
울산,2018. 06,1159594,596415,563179
세종,2018. 06,300332,149839,150493
경기,2018. 06,12975176,6526428,6448748
강원,2018. 06,1544843,777725,767118
충북,2018. 06,1595772,806666,789106
충남,2018. 06,2122220,1079667,1042553
전북,2018. 06,1844639,917256,927383
전남,2018. 06,1887991,944826,943165
경북,2018. 06,2681090,1348480,1332610
경남,2018. 06,3377483,1699688,1677795
제주,2018. 06,663526,334007,329519
전국,2018. 07,51806977,25862378,25944599
서울,2018. 07,9806538,4798255,5008283
부산,2018. 07,3453198,1699375,1753823
대구,2018. 07,2468824,1223541,1245283
인천,2018. 07,2953841,1481730,1472111
광주,2018. 07,1461203,723738,737465
대전,2018. 07,1495029,747070,747959
울산,2018. 07,1158847,595843,563004
세종,2018. 07,302703,151019,151684
경기,2018. 07,12993165,6535785,6457380
강원,2018. 07,1544258,777281,766977
충북,2018. 07,1596161,806982,789179
충남,2018. 07,2122531,1079820,1042711
전북,2018. 07,1843009,916418,926591
전남,2018. 07,1886297,944057,942240
경북,2018. 07,2679546,1347585,1331961
경남,2018. 07,3377248,1699357,1677891
제주,2018. 07,664579,334522,330057
전국,2018. 08,51812153,25863568,25948585
서울,2018. 08,9799075,4793529,5005546
부산,2018. 08,3451049,1698145,1752904
대구,2018. 08,2467385,1222651,1244734
인천,2018. 08,2953206,1481196,1472010
광주,2018. 08,1461463,723692,737771
대전,2018. 08,1494286,746684,747602
울산,2018. 08,1157964,595230,562734
세종,2018. 08,305648,152530,153118
경기,2018. 08,13012486,6545752,6466734
강원,2018. 08,1543668,776973,766695
충북,2018. 08,1596324,807234,789090
충남,2018. 08,2123368,1080268,1043100
전북,2018. 08,1841427,915644,925783
전남,2018. 08,1884285,943176,941109
경북,2018. 08,2678272,1346899,1331373
경남,2018. 08,3376730,1698931,1677799
제주,2018. 08,665517,335034,330483
전국,2018. 09,51817851,25865557,25952294
서울,2018. 09,9793003,4789821,5003182
부산,2018. 09,3449593,1697295,1752298
대구,2018. 09,2466454,1222113,1244341
인천,2018. 09,2953116,1481129,1471987
광주,2018. 09,1461790,723732,738058
대전,2018. 09,1493654,746335,747319
울산,2018. 09,1157420,594875,562545
세종,2018. 09,308068,153838,154230
경기,2018. 09,13027338,6553196,6474142
강원,2018. 09,1543780,777040,766740
충북,2018. 09,1596734,807503,789231
충남,2018. 09,2123776,1080494,1043282
전북,2018. 09,1840544,915289,925255
전남,2018. 09,1882637,942418,940219
경북,2018. 09,2677762,1346701,1331061
경남,2018. 09,3376031,1698457,1677574
제주,2018. 09,666151,335321,330830
전국,2018. 10,51821881,25866067,25955814
서울,2018. 10,9784112,4784674,4999438
부산,2018. 10,3446856,1695639,1751217
대구,2018. 10,2465145,1221295,1243850
인천,2018. 10,2953333,1481249,1472084
광주,2018. 10,1461904,723732,738172
대전,2018. 10,1492589,745709,746880
울산,2018. 10,1156917,594552,562365
세종,2018. 10,310403,155050,155353
경기,2018. 10,13045223,6561990,6483233
강원,2018. 10,1543441,776790,766651
충북,2018. 10,1597709,808059,789650
충남,2018. 10,2124524,1080957,1043567
전북,2018. 10,1839358,914658,924700
전남,2018. 10,1881420,941919,939501
경북,2018. 10,2676904,1346330,1330574
경남,2018. 10,3375357,1697945,1677412
제주,2018. 10,666686,335519,331167
전국,2018. 11,51824477,25866371,25958106
서울,2018. 11,9774088,4778917,4995171
부산,2018. 11,3444540,1694363,1750177
대구,2018. 11,2464002,1220652,1243350
인천,2018. 11,2953844,1481568,1472276
광주,2018. 11,1461009,723379,737630
대전,2018. 11,1491716,745257,746459
울산,2018. 11,1156260,594214,562046
세종,2018. 11,312103,155835,156268
경기,2018. 11,13061074,6569721,6491353
강원,2018. 11,1543556,776708,766848
충북,2018. 11,1598184,808309,789875
충남,2018. 11,2125409,1081439,1043970
전북,2018. 11,1838049,913986,924063
전남,2018. 11,1881518,942041,939477
경북,2018. 11,2677014,1346530,1330484
경남,2018. 11,3375047,1697756,1677291
제주,2018. 11,667064,335696,331368
전국,2018. 12,51826059,25866129,25959930
서울,2018. 12,9765623,4773899,4991724
부산,2018. 12,3441453,1692421,1749032
대구,2018. 12,2461769,1219342,1242427
인천,2018. 12,2954642,1481844,1472798
광주,2018. 12,1459336,722581,736755
대전,2018. 12,1489936,744338,745598
울산,2018. 12,1155623,593819,561804
세종,2018. 12,314126,156831,157295
경기,2018. 12,13077153,6577501,6499652
강원,2018. 12,1543052,776456,766596
충북,2018. 12,1599252,808971,790281
충남,2018. 12,2126282,1082009,1044273
전북,2018. 12,1836832,913297,923535
전남,2018. 12,1882970,943000,939970
경북,2018. 12,2676831,1346689,1330142
경남,2018. 12,3373988,1697412,1676576
제주,2018. 12,667191,335719,331472
전국,2019. 01,51826287,25865518,25960769
서울,2019. 01,9766288,4772822,4993466
부산,2019. 01,3438259,1690527,1747732
대구,2019. 01,2460382,1218478,1241904
인천,2019. 01,2955916,1482441,1473475
광주,2019. 01,1459832,722902,736930
대전,2019. 01,1488725,743851,744874
울산,2019. 01,1154786,593436,561350
세종,2019. 01,316814,158090,158724
경기,2019. 01,13090648,6584729,6505919
강원,2019. 01,1541693,775683,766010
충북,2019. 01,1599155,809020,790135
충남,2019. 01,2125797,1081976,1043821
전북,2019. 01,1834532,912117,922415
전남,2019. 01,1878904,941188,937716
경북,2019. 01,2674005,1345392,1328613
경남,2019. 01,3373214,1697053,1676161
제주,2019. 01,667337,335813,331524
전국,2019. 02,51829538,25866255,25963283
서울,2019. 02,9770638,4773605,4997033
부산,2019. 02,3436230,1689253,1746977
대구,2019. 02,2458138,1217209,1240929
인천,2019. 02,2956063,1482440,1473623
광주,2019. 02,1459208,722689,736519
대전,2019. 02,1487605,743135,744470
울산,2019. 02,1153735,592853,560882
세종,2019. 02,320326,159860,160466
경기,2019. 02,13104696,6592095,6512601
강원,2019. 02,1540445,774988,765457
충북,2019. 02,1598868,808975,789893
충남,2019. 02,2125372,1082148,1043224
전북,2019. 02,1832227,911110,921117
전남,2019. 02,1875862,939624,936238
경북,2019. 02,2671587,1344344,1327243
경남,2019. 02,3371016,1696062,1674954
제주,2019. 02,667522,335865,331657
전국,2019. 03,51833175,25866984,25966191
서울,2019. 03,9770216,4772134,4998082
부산,2019. 03,3434091,1687792,1746299
대구,2019. 03,2455829,1215750,1240079
인천,2019. 03,2956513,1482588,1473925
광주,2019. 03,1458930,722511,736419
대전,2019. 03,1486647,742647,744000
울산,2019. 03,1152800,592362,560438
세종,2019. 03,322693,161056,161637
경기,2019. 03,13116579,6598392,6518187
강원,2019. 03,1540488,775015,765473
충북,2019. 03,1598775,809060,789715
충남,2019. 03,2125778,1082428,1043350
전북,2019. 03,1830499,910221,920278
전남,2019. 03,1874232,938881,935351
경북,2019. 03,2671036,1344255,1326781
경남,2019. 03,3369949,1695666,1674283
제주,2019. 03,668120,336226,331894
전국,2019. 04,51836763,25867727,25969036
서울,2019. 04,9766886,4769474,4997412
부산,2019. 04,3431750,1686235,1745515
대구,2019. 04,2454154,1214640,1239514
인천,2019. 04,2956700,1482820,1473880
광주,2019. 04,1458940,722495,736445
대전,2019. 04,1485509,742095,743414
울산,2019. 04,1152293,592037,560256
세종,2019. 04,324417,161944,162473
경기,2019. 04,13129508,6605143,6524365
강원,2019. 04,1540794,775002,765792
충북,2019. 04,1599488,809567,789921
충남,2019. 04,2125912,1082520,1043392
전북,2019. 04,1829273,909550,919723
전남,2019. 04,1873183,938558,934625
경북,2019. 04,2670375,1343986,1326389
경남,2019. 04,3368933,1695232,1673701
제주,2019. 04,668648,336429,332219
전국,2019. 05,51840339,25868330,25972009
서울,2019. 05,9762062,4766085,4995977
부산,2019. 05,3429595,1684792,1744803
대구,2019. 05,2452291,1213494,1238797
인천,2019. 05,2957179,1483087,1474092
광주,2019. 05,1459003,722531,736472
대전,2019. 05,1484398,741504,742894
울산,2019. 05,1151685,591690,559995
세종,2019. 05,325777,162578,163199
경기,2019. 05,13145482,6613473,6532009
강원,2019. 05,1540776,774920,765856
충북,2019. 05,1599854,809825,790029
충남,2019. 05,2125732,1082499,1043233
전북,2019. 05,1827871,908824,919047
전남,2019. 05,1871718,937881,933837
경북,2019. 05,2669731,1343742,1325989
경남,2019. 05,3367857,1694688,1673169
제주,2019. 05,669328,336717,332611
전국,2019. 06,51842636,25868406,25974230
서울,2019. 06,9757144,4762711,4994433
부산,2019. 06,3427632,1683596,1744036
대구,2019. 06,2450478,1212450,1238028
인천,2019. 06,2957024,1482934,1474090
광주,2019. 06,1459024,722559,736465
대전,2019. 06,1482938,740834,742104
울산,2019. 06,1151301,591449,559852
세종,2019. 06,327643,163528,164115
경기,2019. 06,13159178,6620514,6538664
강원,2019. 06,1540855,774923,765932
충북,2019. 06,1599650,809776,789874
충남,2019. 06,2125855,1082597,1043258
전북,2019. 06,1826717,908163,918554
전남,2019. 06,1870587,937429,933158
경북,2019. 06,2669850,1343822,1326028
경남,2019. 06,3366989,1694177,1672812
제주,2019. 06,669771,336944,332827
전국,2019. 07,51845612,25868638,25976974
서울,2019. 07,9751415,4759105,4992310
부산,2019. 07,3425317,1682209,1743108
대구,2019. 07,2448666,1211432,1237234
인천,2019. 07,2956828,1482651,1474177
광주,2019. 07,1459486,722801,736685
대전,2019. 07,1481701,740227,741474
울산,2019. 07,1150891,591161,559730
세종,2019. 07,330298,164832,165466
경기,2019. 07,13176011,6629105,6546906
강원,2019. 07,1540714,774779,765935
충북,2019. 07,1599368,809760,789608
충남,2019. 07,2125349,1082259,1043090
전북,2019. 07,1825381,907522,917859
전남,2019. 07,1868856,936541,932315
경북,2019. 07,2668836,1343416,1325420
경남,2019. 07,3366286,1693730,1672556
제주,2019. 07,670209,337108,333101
전국,2019. 08,51847538,25868377,25979161
서울,2019. 08,9744888,4754998,4989890
부산,2019. 08,3423209,1681015,1742194
대구,2019. 08,2446745,1210476,1236269
인천,2019. 08,2956525,1482375,1474150
광주,2019. 08,1459438,722608,736830
대전,2019. 08,1480520,739595,740925
울산,2019. 08,1150294,590889,559405
세종,2019. 08,332098,165740,166358
경기,2019. 08,13193943,6638077,6555866
강원,2019. 08,1540780,774790,765990
충북,2019. 08,1599402,809905,789497
충남,2019. 08,2125160,1082231,1042929
전북,2019. 08,1823982,906743,917239
전남,2019. 08,1867094,935765,931329
경북,2019. 08,2667657,1342782,1324875
경남,2019. 08,3365282,1693182,1672100
제주,2019. 08,670521,337206,333315
전국,2019. 09,51849253,25868023,25981230
서울,2019. 09,9740398,4751696,4988702
부산,2019. 09,3421502,1679894,1741608
대구,2019. 09,2445270,1209564,1235706
인천,2019. 09,2956804,1482453,1474351
광주,2019. 09,1459632,722595,737037
대전,2019. 09,1479641,739110,740531
울산,2019. 09,1149873,590619,559254
세종,2019. 09,333757,166548,167209
경기,2019. 09,13207219,6644899,6562320
강원,2019. 09,1540721,774707,766014
충북,2019. 09,1599339,809857,789482
충남,2019. 09,2124855,1082219,1042636
전북,2019. 09,1822883,906185,916698
전남,2019. 09,1865915,935364,930551
경북,2019. 09,2666795,1342456,1324339
경남,2019. 09,3364039,1692600,1671439
제주,2019. 09,670610,337257,333353
전국,2019. 10,51850705,25867179,25983526
서울,2019. 10,9736289,4749055,4987234
부산,2019. 10,3418871,1678363,1740508
대구,2019. 10,2443528,1208429,1235099
인천,2019. 10,2956984,1482413,1474571
광주,2019. 10,1459360,722448,736912
대전,2019. 10,1478436,738400,740036
울산,2019. 10,1149409,590332,559077
세종,2019. 10,336356,167810,168546
경기,2019. 10,13218912,6650459,6568453
강원,2019. 10,1540897,774848,766049
충북,2019. 10,1599499,809928,789571
충남,2019. 10,2124619,1082171,1042448
전북,2019. 10,1821813,905592,916221
전남,2019. 10,1865039,934993,930046
경북,2019. 10,2666072,1342074,1323998
경남,2019. 10,3363883,1692582,1671301
제주,2019. 10,670738,337282,333456
전국,2019. 11,51851427,25866604,25984823
서울,2019. 11,9732577,4746636,4985941
부산,2019. 11,3416721,1677165,1739556
대구,2019. 11,2441581,1207318,1234263
인천,2019. 11,2957249,1482519,1474730
광주,2019. 11,1458915,722168,736747
대전,2019. 11,1476955,737607,739348
울산,2019. 11,1148922,590098,558824
세종,2019. 11,338647,168916,169731
경기,2019. 11,13228177,6654571,6573606
강원,2019. 11,1541399,775250,766149
충북,2019. 11,1599651,810187,789464
충남,2019. 11,2124302,1082030,1042272
전북,2019. 11,1820799,905017,915782
전남,2019. 11,1865588,935574,930014
경북,2019. 11,2665775,1341962,1323813
경남,2019. 11,3363274,1692247,1671027
제주,2019. 11,670895,337339,333556
전국,2019. 12,51849861,25864816,25985045
서울,2019. 12,9729107,4744059,4985048
부산,2019. 12,3413841,1675417,1738424
대구,2019. 12,2438031,1205286,1232745
인천,2019. 12,2957026,1482249,1474777
광주,2019. 12,1456468,720740,735728
대전,2019. 12,1474870,736607,738263
울산,2019. 12,1148019,589712,558307
세종,2019. 12,340575,169845,170730
경기,2019. 12,13239666,6659995,6579671
강원,2019. 12,1541502,775386,766116
충북,2019. 12,1600007,810384,789623
충남,2019. 12,2123709,1081938,1041771
전북,2019. 12,1818917,904110,914807
전남,2019. 12,1868745,937674,931071
경북,2019. 12,2665836,1342037,1323799
경남,2019. 12,3362553,1692032,1670521
제주,2019. 12,670989,337345,333644
전국,2020. 01,51847509,25862863,25984646
서울,2020. 01,9733509,4745088,4988421
부산,2020. 01,3411819,1674202,1737617
대구,2020. 01,2436488,1204387,1232101
인천,2020. 01,2956119,1481749,1474370
광주,2020. 01,1456688,720931,735757
대전,2020. 01,1474152,736259,737893
울산,2020. 01,1147037,589233,557804
세종,2020. 01,342328,170729,171599
경기,2020. 01,13250368,6665310,6585058
강원,2020. 01,1540540,774866,765674
충북,2020. 01,1599391,810129,789262
충남,2020. 01,2122455,1081552,1040903
전북,2020. 01,1817302,903385,913917
전남,2020. 01,1864712,935962,928750
경북,2020. 01,2662508,1340346,1322162
경남,2020. 01,3361344,1691504,1669840
제주,2020. 01,670749,337231,333518
전국,2020. 02,51844627,25860491,25984136
서울,2020. 02,9736962,4745133,4991829
부산,2020. 02,3410925,1673266,1737659
대구,2020. 02,2432883,1202364,1230519
인천,2020. 02,2954955,1481133,1473822
광주,2020. 02,1456121,720686,735435
대전,2020. 02,1473125,735791,737334
울산,2020. 02,1145710,588626,557084
세종,2020. 02,343788,171403,172385
경기,2020. 02,13265377,6672706,6592671
강원,2020. 02,1539521,774358,765163
충북,2020. 02,1598599,809805,788794
충남,2020. 02,2120995,1081153,1039842
전북,2020. 02,1815112,902365,912747
전남,2020. 02,1861894,934900,926994
경북,2020. 02,2658956,1338907,1320049
경남,2020. 02,3358828,1690600,1668228
제주,2020. 02,670876,337295,333581
전국,2020. 03,51843195,25858743,25984452
서울,2020. 03,9733655,4742217,4991438
부산,2020. 03,3409932,1672252,1737680
대구,2020. 03,2433568,1202273,1231295
인천,2020. 03,2952689,1479839,1472850
광주,2020. 03,1455705,720460,735245
대전,2020. 03,1471858,735179,736679
울산,2020. 03,1144563,588127,556436
세종,2020. 03,344792,171951,172841
경기,2020. 03,13288975,6684759,6604216
강원,2020. 03,1538577,773983,764594
충북,2020. 03,1597639,809369,788270
충남,2020. 03,2119749,1080705,1039044
전북,2020. 03,1812936,901252,911684
전남,2020. 03,1859290,933896,925394
경북,2020. 03,2653418,1336289,1317129
경남,2020. 03,3355341,1689137,1666204
제주,2020. 03,670508,337055,333453
전국,2020. 04,51842524,25857509,25985015
서울,2020. 04,9726787,4737843,4988944
부산,2020. 04,3408347,1671199,1737148
대구,2020. 04,2431523,1200899,1230624
인천,2020. 04,2950972,1478916,1472056
광주,2020. 04,1456096,720536,735560
대전,2020. 04,1471650,734902,736748
울산,2020. 04,1144098,587902,556196
세종,2020. 04,345216,172176,173040
경기,2020. 04,13311254,6696531,6614723
강원,2020. 04,1537780,773468,764312
충북,2020. 04,1596613,809005,787608
충남,2020. 04,2118457,1080256,1038201
전북,2020. 04,1811619,900628,910991
전남,2020. 04,1857083,932970,924113
경북,2020. 04,2651054,1334981,1316073
경남,2020. 04,3353380,1688178,1665202
제주,2020. 04,670595,337119,333476
전국,2020. 05,51841371,25856030,25985341
서울,2020. 05,9724496,4735431,4989065
부산,2020. 05,3406942,1670175,1736767
대구,2020. 05,2429059,1199504,1229555
인천,2020. 05,2950063,1478307,1471756
광주,2020. 05,1455533,720300,735233
대전,2020. 05,1471915,734940,736975
울산,2020. 05,1143148,587434,555714
세종,2020. 05,345373,172269,173104
경기,2020. 05,13324041,6703603,6620438
강원,2020. 05,1538639,773923,764716
충북,2020. 05,1596710,809114,787596
충남,2020. 05,2118510,1080425,1038085
전북,2020. 05,1810097,899894,910203
전남,2020. 05,1855945,932496,923449
경북,2020. 05,2648760,1333815,1314945
경남,2020. 05,3351347,1687289,1664058
제주,2020. 05,670793,337111,333682
전국,2020. 06,51839408,25853937,25985471
서울,2020. 06,9720846,4732275,4988571
부산,2020. 06,3404423,1668618,1735805
대구,2020. 06,2427954,1198815,1229139
인천,2020. 06,2947217,1476813,1470404
광주,2020. 06,1455048,720060,734988
대전,2020. 06,1471040,734441,736599
울산,2020. 06,1142190,586939,555251
세종,2020. 06,345341,172234,173107
경기,2020. 06,13338020,6711047,6626973
강원,2020. 06,1539282,774325,764957
충북,2020. 06,1597593,809657,787936
충남,2020. 06,2119771,1081224,1038547
전북,2020. 06,1808802,899137,909665
전남,2020. 06,1854618,931898,922720
경북,2020. 06,2646493,1332780,1313713
경남,2020. 06,3349454,1686331,1663123
제주,2020. 06,671316,337343,333973
전국,2020. 07,51839852,25852796,25987056
서울,2020. 07,9715429,4728872,4986557
부산,2020. 07,3402776,1667613,1735163
대구,2020. 07,2428022,1198621,1229401
인천,2020. 07,2945565,1475837,1469728
광주,2020. 07,1454709,719860,734849
대전,2020. 07,1470225,734008,736217
울산,2020. 07,1141362,586533,554829
세종,2020. 07,346217,172660,173557
경기,2020. 07,13351891,6717812,6634079
강원,2020. 07,1540094,774913,765181
충북,2020. 07,1597936,809841,788095
충남,2020. 07,2120692,1081752,1038940
전북,2020. 07,1808044,898719,909325
전남,2020. 07,1853339,931280,922059
경북,2020. 07,2644001,1331461,1312540
경남,2020. 07,3347637,1685427,1662210
제주,2020. 07,671913,337587,334326
전국,2020. 08,51839953,25851388,25988565
서울,2020. 08,9708247,4724585,4983662
부산,2020. 08,3401072,1666462,1734610
대구,2020. 08,2428228,1198662,1229566
인천,2020. 08,2943491,1474620,1468871
광주,2020. 08,1454154,719601,734553
대전,2020. 08,1469431,733547,735884
울산,2020. 08,1140310,585922,554388
세종,2020. 08,347232,173183,174049
경기,2020. 08,13370714,6727226,6643488
강원,2020. 08,1540689,775113,765576
충북,2020. 08,1598162,810023,788139
충남,2020. 08,2120519,1081807,1038712
전북,2020. 08,1807094,898296,908798
전남,2020. 08,1851985,930466,921519
경북,2020. 08,2640932,1329919,1311013
경남,2020. 08,3345169,1684134,1661035
제주,2020. 08,672524,337822,334702
전국,2020. 09,51841786,25851003,25990783
서울,2020. 09,9699232,4719170,4980062
부산,2020. 09,3399749,1665554,1734195
대구,2020. 09,2426849,1197914,1228935
인천,2020. 09,2942553,1474105,1468448
광주,2020. 09,1453952,719445,734507
대전,2020. 09,1469099,733356,735743
울산,2020. 09,1139368,585387,553981
세종,2020. 09,348014,173613,174401
경기,2020. 09,13388485,6736077,6652408
강원,2020. 09,1541104,775324,765780
충북,2020. 09,1598536,810302,788234
충남,2020. 09,2120559,1082029,1038530
전북,2020. 09,1806441,898048,908393
전남,2020. 09,1851124,930076,921048
경북,2020. 09,2640003,1329408,1310595
경남,2020. 09,3343770,1683263,1660507
제주,2020. 09,672948,337932,335016
전국,2020. 10,51838016,25847719,25990297
서울,2020. 10,9689159,4713716,4975443
부산,2020. 10,3397598,1664277,1733321
대구,2020. 10,2424171,1196446,1227725
인천,2020. 10,2942233,1473834,1468399
광주,2020. 10,1452994,718912,734082
대전,2020. 10,1467556,732552,735004
울산,2020. 10,1138581,584963,553618
세종,2020. 10,351007,175135,175872
경기,2020. 10,13400615,6741849,6658766
