날짜,구분,지역,수치
2015-10-01,지역별지가변동률,강원,0.25
2015-11-01,지역별지가변동률,강원,0.248
2015-12-01,지역별지가변동률,강원,0.25
2016-01-01,지역별지가변동률,강원,0.201
2016-02-01,지역별지가변동률,강원,0.175
2016-03-01,지역별지가변동률,강원,0.24600000000000002
2016-04-01,지역별지가변동률,강원,0.23600000000000002
2016-05-01,지역별지가변동률,강원,0.23800000000000002
2016-06-01,지역별지가변동률,강원,0.24100000000000002
2016-07-01,지역별지가변동률,강원,0.24600000000000002
2016-08-01,지역별지가변동률,강원,0.27399999999999997
2016-09-01,지역별지가변동률,강원,0.249
2016-10-01,지역별지가변동률,강원,0.27899999999999997
2016-11-01,지역별지가변동률,강원,0.255
2016-12-01,지역별지가변동률,강원,0.24600000000000002
2017-01-01,지역별지가변동률,강원,0.23
2017-02-01,지역별지가변동률,강원,0.23399999999999999
2017-03-01,지역별지가변동률,강원,0.364
2017-04-01,지역별지가변동률,강원,0.314
2017-05-01,지역별지가변동률,강원,0.321
2017-06-01,지역별지가변동률,강원,0.377
2017-07-01,지역별지가변동률,강원,0.327
2017-08-01,지역별지가변동률,강원,0.298
2017-09-01,지역별지가변동률,강원,0.32799999999999996
2017-10-01,지역별지가변동률,강원,0.305
2017-11-01,지역별지가변동률,강원,0.297
2017-12-01,지역별지가변동률,강원,0.359
2018-01-01,지역별지가변동률,강원,0.287
2018-02-01,지역별지가변동률,강원,0.263
2018-03-01,지역별지가변동률,강원,0.302
2018-04-01,지역별지가변동률,강원,0.33399999999999996
2018-05-01,지역별지가변동률,강원,0.325
2018-06-01,지역별지가변동률,강원,0.311
2018-07-01,지역별지가변동률,강원,0.3
2018-08-01,지역별지가변동률,강원,0.281
2018-09-01,지역별지가변동률,강원,0.25
2018-10-01,지역별지가변동률,강원,0.309
2018-11-01,지역별지가변동률,강원,0.287
2018-12-01,지역별지가변동률,강원,0.272
2019-01-01,지역별지가변동률,강원,0.254
2019-02-01,지역별지가변동률,강원,0.215
2019-03-01,지역별지가변동률,강원,0.23800000000000002
2019-04-01,지역별지가변동률,강원,0.257
2019-05-01,지역별지가변동률,강원,0.249
2019-06-01,지역별지가변동률,강원,0.22699999999999998
2019-07-01,지역별지가변동률,강원,0.24
2019-08-01,지역별지가변동률,강원,0.213
2019-09-01,지역별지가변동률,강원,0.188
2019-10-01,지역별지가변동률,강원,0.174
2019-11-01,지역별지가변동률,강원,0.185
2019-12-01,지역별지가변동률,강원,0.182
2020-01-01,지역별지가변동률,강원,0.174
2020-02-01,지역별지가변동률,강원,0.171
2020-03-01,지역별지가변동률,강원,0.145
2020-04-01,지역별지가변동률,강원,0.14400000000000002
2020-05-01,지역별지가변동률,강원,0.154
2020-06-01,지역별지가변동률,강원,0.185
2020-07-01,지역별지가변동률,강원,0.162
2020-08-01,지역별지가변동률,강원,0.17
2020-09-01,지역별지가변동률,강원,0.184
2020-10-01,지역별지가변동률,강원,0.19399999999999998
2020-11-01,지역별지가변동률,강원,0.209
2020-12-01,지역별지가변동률,강원,0.243
2021-01-01,지역별지가변동률,강원,0.21899999999999997
2021-02-01,지역별지가변동률,강원,0.213
2015-06-01,종합월세통합가격지수,강원,99.2
2015-07-01,종합월세통합가격지수,강원,99.3
2015-08-01,종합월세통합가격지수,강원,99.3
2015-09-01,종합월세통합가격지수,강원,99.4
2015-10-01,종합월세통합가격지수,강원,99.4
2015-11-01,종합월세통합가격지수,강원,99.5
2015-12-01,종합월세통합가격지수,강원,99.5
2016-01-01,종합월세통합가격지수,강원,99.5
2016-02-01,종합월세통합가격지수,강원,99.5
2016-03-01,종합월세통합가격지수,강원,99.5
2016-04-01,종합월세통합가격지수,강원,99.5
2016-05-01,종합월세통합가격지수,강원,99.5
2016-06-01,종합월세통합가격지수,강원,99.5
2016-07-01,종합월세통합가격지수,강원,99.5
2016-08-01,종합월세통합가격지수,강원,99.5
2016-09-01,종합월세통합가격지수,강원,99.6
2016-10-01,종합월세통합가격지수,강원,99.6
2016-11-01,종합월세통합가격지수,강원,99.6
2016-12-01,종합월세통합가격지수,강원,99.6
2017-01-01,종합월세통합가격지수,강원,99.6
2017-02-01,종합월세통합가격지수,강원,99.6
2017-03-01,종합월세통합가격지수,강원,99.7
2017-04-01,종합월세통합가격지수,강원,99.7
2017-05-01,종합월세통합가격지수,강원,99.7
2017-06-01,종합월세통합가격지수,강원,99.7
2017-07-01,종합월세통합가격지수,강원,99.8
2017-08-01,종합월세통합가격지수,강원,99.8
2017-09-01,종합월세통합가격지수,강원,99.9
2017-10-01,종합월세통합가격지수,강원,99.9
2017-11-01,종합월세통합가격지수,강원,100.0
2017-12-01,종합월세통합가격지수,강원,100.0
2018-01-01,종합월세통합가격지수,강원,100.0
2018-02-01,종합월세통합가격지수,강원,100.0
2018-03-01,종합월세통합가격지수,강원,99.9
2018-04-01,종합월세통합가격지수,강원,99.8
2018-05-01,종합월세통합가격지수,강원,99.6
2018-06-01,종합월세통합가격지수,강원,99.5
2018-07-01,종합월세통합가격지수,강원,99.3
2018-08-01,종합월세통합가격지수,강원,99.2
2018-09-01,종합월세통합가격지수,강원,99.1
2018-10-01,종합월세통합가격지수,강원,98.9
2018-11-01,종합월세통합가격지수,강원,98.7
2018-12-01,종합월세통합가격지수,강원,98.4
2019-01-01,종합월세통합가격지수,강원,98.3
2019-02-01,종합월세통합가격지수,강원,98.3
2019-03-01,종합월세통합가격지수,강원,98.1
2019-04-01,종합월세통합가격지수,강원,98.0
2019-05-01,종합월세통합가격지수,강원,97.7
2019-06-01,종합월세통합가격지수,강원,97.5
2019-07-01,종합월세통합가격지수,강원,97.3
2019-08-01,종합월세통합가격지수,강원,97.0
2019-09-01,종합월세통합가격지수,강원,96.8
2019-10-01,종합월세통합가격지수,강원,96.7
2019-11-01,종합월세통합가격지수,강원,96.7
2019-12-01,종합월세통합가격지수,강원,96.6
2020-01-01,종합월세통합가격지수,강원,96.6
2020-02-01,종합월세통합가격지수,강원,96.6
2020-03-01,종합월세통합가격지수,강원,96.6
2020-04-01,종합월세통합가격지수,강원,96.6
2020-05-01,종합월세통합가격지수,강원,96.6
2020-06-01,종합월세통합가격지수,강원,96.6
2020-07-01,종합월세통합가격지수,강원,96.6
2020-08-01,종합월세통합가격지수,강원,96.7
2020-09-01,종합월세통합가격지수,강원,96.9
2020-10-01,종합월세통합가격지수,강원,97.0
2020-11-01,종합월세통합가격지수,강원,97.3
2020-12-01,종합월세통합가격지수,강원,97.6
2021-01-01,종합월세통합가격지수,강원,97.9
2021-02-01,종합월세통합가격지수,강원,98.1
2021-03-01,종합월세통합가격지수,강원,98.3
2015-06-01,아파트월세통합가격지수,강원,98.6
2015-07-01,아파트월세통합가격지수,강원,98.7
2015-08-01,아파트월세통합가격지수,강원,98.7
2015-09-01,아파트월세통합가격지수,강원,98.8
2015-10-01,아파트월세통합가격지수,강원,98.9
2015-11-01,아파트월세통합가격지수,강원,99.0
2015-12-01,아파트월세통합가격지수,강원,99.0
2016-01-01,아파트월세통합가격지수,강원,99.0
2016-02-01,아파트월세통합가격지수,강원,99.0
2016-03-01,아파트월세통합가격지수,강원,99.0
2016-04-01,아파트월세통합가격지수,강원,99.1
2016-05-01,아파트월세통합가격지수,강원,99.1
2016-06-01,아파트월세통합가격지수,강원,99.1
2016-07-01,아파트월세통합가격지수,강원,99.2
2016-08-01,아파트월세통합가격지수,강원,99.2
2016-09-01,아파트월세통합가격지수,강원,99.2
2016-10-01,아파트월세통합가격지수,강원,99.3
2016-11-01,아파트월세통합가격지수,강원,99.3
2016-12-01,아파트월세통합가격지수,강원,99.3
2017-01-01,아파트월세통합가격지수,강원,99.4
2017-02-01,아파트월세통합가격지수,강원,99.4
2017-03-01,아파트월세통합가격지수,강원,99.5
2017-04-01,아파트월세통합가격지수,강원,99.6
2017-05-01,아파트월세통합가격지수,강원,99.6
2017-06-01,아파트월세통합가격지수,강원,99.6
2017-07-01,아파트월세통합가격지수,강원,99.7
2017-08-01,아파트월세통합가격지수,강원,99.8
2017-09-01,아파트월세통합가격지수,강원,99.9
2017-10-01,아파트월세통합가격지수,강원,99.9
2017-11-01,아파트월세통합가격지수,강원,100.0
2017-12-01,아파트월세통합가격지수,강원,100.0
2018-01-01,아파트월세통합가격지수,강원,99.9
2018-02-01,아파트월세통합가격지수,강원,99.9
2018-03-01,아파트월세통합가격지수,강원,99.9
2018-04-01,아파트월세통합가격지수,강원,99.8
2018-05-01,아파트월세통합가격지수,강원,99.6
2018-06-01,아파트월세통합가격지수,강원,99.3
2018-07-01,아파트월세통합가격지수,강원,99.1
2018-08-01,아파트월세통합가격지수,강원,98.9
2018-09-01,아파트월세통합가격지수,강원,98.7
2018-10-01,아파트월세통합가격지수,강원,98.5
2018-11-01,아파트월세통합가격지수,강원,98.2
2018-12-01,아파트월세통합가격지수,강원,97.8
2019-01-01,아파트월세통합가격지수,강원,97.6
2019-02-01,아파트월세통합가격지수,강원,97.5
2019-03-01,아파트월세통합가격지수,강원,97.3
2019-04-01,아파트월세통합가격지수,강원,96.9
2019-05-01,아파트월세통합가격지수,강원,96.5
2019-06-01,아파트월세통합가격지수,강원,96.2
2019-07-01,아파트월세통합가격지수,강원,95.9
2019-08-01,아파트월세통합가격지수,강원,95.5
2019-09-01,아파트월세통합가격지수,강원,95.2
2019-10-01,아파트월세통합가격지수,강원,95.0
2019-11-01,아파트월세통합가격지수,강원,94.9
2019-12-01,아파트월세통합가격지수,강원,94.9
2020-01-01,아파트월세통합가격지수,강원,94.8
2020-02-01,아파트월세통합가격지수,강원,94.8
2020-03-01,아파트월세통합가격지수,강원,94.8
2020-04-01,아파트월세통합가격지수,강원,94.8
2020-05-01,아파트월세통합가격지수,강원,94.8
2020-06-01,아파트월세통합가격지수,강원,94.7
2020-07-01,아파트월세통합가격지수,강원,94.8
2020-08-01,아파트월세통합가격지수,강원,95.0
2020-09-01,아파트월세통합가격지수,강원,95.3
2020-10-01,아파트월세통합가격지수,강원,95.5
2020-11-01,아파트월세통합가격지수,강원,95.8
2020-12-01,아파트월세통합가격지수,강원,96.3
2021-01-01,아파트월세통합가격지수,강원,96.8
2021-02-01,아파트월세통합가격지수,강원,97.2
2021-03-01,아파트월세통합가격지수,강원,97.4
2015-06-01,연립다세대월세통합가격지수,강원,99.4
2015-07-01,연립다세대월세통합가격지수,강원,99.4
2015-08-01,연립다세대월세통합가격지수,강원,99.3
2015-09-01,연립다세대월세통합가격지수,강원,99.4
2015-10-01,연립다세대월세통합가격지수,강원,99.5
2015-11-01,연립다세대월세통합가격지수,강원,99.6
2015-12-01,연립다세대월세통합가격지수,강원,99.7
2016-01-01,연립다세대월세통합가격지수,강원,99.7
2016-02-01,연립다세대월세통합가격지수,강원,99.7
2016-03-01,연립다세대월세통합가격지수,강원,99.7
2016-04-01,연립다세대월세통합가격지수,강원,99.7
2016-05-01,연립다세대월세통합가격지수,강원,99.7
2016-06-01,연립다세대월세통합가격지수,강원,99.7
2016-07-01,연립다세대월세통합가격지수,강원,99.7
2016-08-01,연립다세대월세통합가격지수,강원,99.6
2016-09-01,연립다세대월세통합가격지수,강원,99.6
2016-10-01,연립다세대월세통합가격지수,강원,99.7
2016-11-01,연립다세대월세통합가격지수,강원,99.7
2016-12-01,연립다세대월세통합가격지수,강원,99.6
2017-01-01,연립다세대월세통합가격지수,강원,99.6
2017-02-01,연립다세대월세통합가격지수,강원,99.6
2017-03-01,연립다세대월세통합가격지수,강원,99.7
2017-04-01,연립다세대월세통합가격지수,강원,99.7
2017-05-01,연립다세대월세통합가격지수,강원,99.7
2017-06-01,연립다세대월세통합가격지수,강원,99.7
2017-07-01,연립다세대월세통합가격지수,강원,99.7
2017-08-01,연립다세대월세통합가격지수,강원,99.7
2017-09-01,연립다세대월세통합가격지수,강원,99.8
2017-10-01,연립다세대월세통합가격지수,강원,99.9
2017-11-01,연립다세대월세통합가격지수,강원,100.0
2017-12-01,연립다세대월세통합가격지수,강원,100.0
2018-01-01,연립다세대월세통합가격지수,강원,100.0
2018-02-01,연립다세대월세통합가격지수,강원,100.1
2018-03-01,연립다세대월세통합가격지수,강원,100.1
2018-04-01,연립다세대월세통합가격지수,강원,100.1
2018-05-01,연립다세대월세통합가격지수,강원,99.8
2018-06-01,연립다세대월세통합가격지수,강원,99.6
2018-07-01,연립다세대월세통합가격지수,강원,99.4
2018-08-01,연립다세대월세통합가격지수,강원,99.4
2018-09-01,연립다세대월세통합가격지수,강원,99.2
2018-10-01,연립다세대월세통합가격지수,강원,99.1
2018-11-01,연립다세대월세통합가격지수,강원,99.0
2018-12-01,연립다세대월세통합가격지수,강원,98.9
2019-01-01,연립다세대월세통합가격지수,강원,98.9
2019-02-01,연립다세대월세통합가격지수,강원,98.8
2019-03-01,연립다세대월세통합가격지수,강원,98.7
2019-04-01,연립다세대월세통합가격지수,강원,98.6
2019-05-01,연립다세대월세통합가격지수,강원,98.2
2019-06-01,연립다세대월세통합가격지수,강원,98.0
2019-07-01,연립다세대월세통합가격지수,강원,97.8
2019-08-01,연립다세대월세통합가격지수,강원,97.7
2019-09-01,연립다세대월세통합가격지수,강원,97.5
2019-10-01,연립다세대월세통합가격지수,강원,97.3
2019-11-01,연립다세대월세통합가격지수,강원,97.3
2019-12-01,연립다세대월세통합가격지수,강원,97.3
2020-01-01,연립다세대월세통합가격지수,강원,97.2
2020-02-01,연립다세대월세통합가격지수,강원,97.1
2020-03-01,연립다세대월세통합가격지수,강원,97.1
2020-04-01,연립다세대월세통합가격지수,강원,97.0
2020-05-01,연립다세대월세통합가격지수,강원,96.9
2020-06-01,연립다세대월세통합가격지수,강원,97.0
2020-07-01,연립다세대월세통합가격지수,강원,96.8
2020-08-01,연립다세대월세통합가격지수,강원,96.8
2020-09-01,연립다세대월세통합가격지수,강원,96.8
2020-10-01,연립다세대월세통합가격지수,강원,96.8
2020-11-01,연립다세대월세통합가격지수,강원,96.9
2020-12-01,연립다세대월세통합가격지수,강원,96.9
2021-01-01,연립다세대월세통합가격지수,강원,97.0
2021-02-01,연립다세대월세통합가격지수,강원,97.0
2021-03-01,연립다세대월세통합가격지수,강원,97.1
2015-06-01,단독주택월세통합가격지수,강원,100.1
2015-07-01,단독주택월세통합가격지수,강원,100.1
2015-08-01,단독주택월세통합가격지수,강원,100.1
2015-09-01,단독주택월세통합가격지수,강원,100.1
2015-10-01,단독주택월세통합가격지수,강원,100.2
2015-11-01,단독주택월세통합가격지수,강원,100.3
2015-12-01,단독주택월세통합가격지수,강원,100.2
2016-01-01,단독주택월세통합가격지수,강원,100.2
2016-02-01,단독주택월세통합가격지수,강원,100.2
2016-03-01,단독주택월세통합가격지수,강원,100.1
2016-04-01,단독주택월세통합가격지수,강원,100.1
2016-05-01,단독주택월세통합가격지수,강원,100.1
2016-06-01,단독주택월세통합가격지수,강원,100.1
2016-07-01,단독주택월세통합가격지수,강원,100.0
2016-08-01,단독주택월세통합가격지수,강원,100.0
2016-09-01,단독주택월세통합가격지수,강원,100.0
2016-10-01,단독주택월세통합가격지수,강원,99.9
2016-11-01,단독주택월세통합가격지수,강원,99.9
2016-12-01,단독주택월세통합가격지수,강원,99.9
2017-01-01,단독주택월세통합가격지수,강원,99.9
2017-02-01,단독주택월세통합가격지수,강원,99.9
2017-03-01,단독주택월세통합가격지수,강원,99.9
2017-04-01,단독주택월세통합가격지수,강원,99.9
2017-05-01,단독주택월세통합가격지수,강원,99.9
2017-06-01,단독주택월세통합가격지수,강원,99.9
2017-07-01,단독주택월세통합가격지수,강원,99.9
2017-08-01,단독주택월세통합가격지수,강원,99.9
2017-09-01,단독주택월세통합가격지수,강원,99.9
2017-10-01,단독주택월세통합가격지수,강원,100.0
2017-11-01,단독주택월세통합가격지수,강원,100.0
2017-12-01,단독주택월세통합가격지수,강원,100.0
2018-01-01,단독주택월세통합가격지수,강원,100.0
2018-02-01,단독주택월세통합가격지수,강원,100.0
2018-03-01,단독주택월세통합가격지수,강원,100.0
2018-04-01,단독주택월세통합가격지수,강원,99.9
2018-05-01,단독주택월세통합가격지수,강원,99.7
2018-06-01,단독주택월세통합가격지수,강원,99.7
2018-07-01,단독주택월세통합가격지수,강원,99.7
2018-08-01,단독주택월세통합가격지수,강원,99.7
2018-09-01,단독주택월세통합가격지수,강원,99.6
2018-10-01,단독주택월세통합가격지수,강원,99.6
2018-11-01,단독주택월세통합가격지수,강원,99.5
2018-12-01,단독주택월세통합가격지수,강원,99.4
2019-01-01,단독주택월세통합가격지수,강원,99.4
2019-02-01,단독주택월세통합가격지수,강원,99.4
2019-03-01,단독주택월세통합가격지수,강원,99.4
2019-04-01,단독주택월세통합가격지수,강원,99.5
2019-05-01,단독주택월세통합가격지수,강원,99.4
2019-06-01,단독주택월세통합가격지수,강원,99.4
2019-07-01,단독주택월세통합가격지수,강원,99.3
2019-08-01,단독주택월세통합가격지수,강원,99.3
2019-09-01,단독주택월세통합가격지수,강원,99.3
2019-10-01,단독주택월세통합가격지수,강원,99.3
2019-11-01,단독주택월세통합가격지수,강원,99.3
2019-12-01,단독주택월세통합가격지수,강원,99.3
2020-01-01,단독주택월세통합가격지수,강원,99.3
2020-02-01,단독주택월세통합가격지수,강원,99.3
2020-03-01,단독주택월세통합가격지수,강원,99.3
2020-04-01,단독주택월세통합가격지수,강원,99.3
2020-05-01,단독주택월세통합가격지수,강원,99.3
2020-06-01,단독주택월세통합가격지수,강원,99.3
2020-07-01,단독주택월세통합가격지수,강원,99.3
2020-08-01,단독주택월세통합가격지수,강원,99.3
2020-09-01,단독주택월세통합가격지수,강원,99.3
2020-10-01,단독주택월세통합가격지수,강원,99.3
2020-11-01,단독주택월세통합가격지수,강원,99.4
2020-12-01,단독주택월세통합가격지수,강원,99.5
2021-01-01,단독주택월세통합가격지수,강원,99.5
2021-02-01,단독주택월세통합가격지수,강원,99.6
2021-03-01,단독주택월세통합가격지수,강원,99.6
2007-01-01,미분양주택현황,충북,2548.0
2007-02-01,미분양주택현황,충북,2645.0
2007-03-01,미분양주택현황,충북,2565.0
2007-04-01,미분양주택현황,충북,3632.0
2007-05-01,미분양주택현황,충북,4012.0
2007-06-01,미분양주택현황,충북,4078.0
2007-07-01,미분양주택현황,충북,4263.0
2007-08-01,미분양주택현황,충북,4378.0
2007-09-01,미분양주택현황,충북,4167.0
2007-10-01,미분양주택현황,충북,4152.0
2007-11-01,미분양주택현황,충북,4234.0
2007-12-01,미분양주택현황,충북,4374.0
2008-01-01,미분양주택현황,충북,5333.0
2008-02-01,미분양주택현황,충북,5503.0
2008-03-01,미분양주택현황,충북,5459.0
2008-04-01,미분양주택현황,충북,5688.0
2008-05-01,미분양주택현황,충북,5436.0
2008-06-01,미분양주택현황,충북,6074.0
2008-07-01,미분양주택현황,충북,6523.0
2008-08-01,미분양주택현황,충북,6298.0
2008-09-01,미분양주택현황,충북,5732.0
2008-10-01,미분양주택현황,충북,5346.0
2008-11-01,미분양주택현황,충북,6565.0
2008-12-01,미분양주택현황,충북,6412.0
2009-01-01,미분양주택현황,충북,6291.0
2009-02-01,미분양주택현황,충북,6385.0
2009-03-01,미분양주택현황,충북,8087.0
2009-04-01,미분양주택현황,충북,7403.0
2009-05-01,미분양주택현황,충북,6821.0
2009-06-01,미분양주택현황,충북,6262.0
2009-07-01,미분양주택현황,충북,6245.0
2009-08-01,미분양주택현황,충북,6027.0
2009-09-01,미분양주택현황,충북,5568.0
2009-10-01,미분양주택현황,충북,5425.0
2009-11-01,미분양주택현황,충북,5351.0
2009-12-01,미분양주택현황,충북,5128.0
2010-01-01,미분양주택현황,충북,4918.0
2010-02-01,미분양주택현황,충북,4671.0
2010-03-01,미분양주택현황,충북,4581.0
2010-04-01,미분양주택현황,충북,3938.0
2010-05-01,미분양주택현황,충북,3736.0
2010-06-01,미분양주택현황,충북,5039.0
2010-07-01,미분양주택현황,충북,3887.0
2010-08-01,미분양주택현황,충북,3858.0
2010-09-01,미분양주택현황,충북,3793.0
2010-10-01,미분양주택현황,충북,3667.0
2010-11-01,미분양주택현황,충북,3572.0
2010-12-01,미분양주택현황,충북,3428.0
2011-01-01,미분양주택현황,충북,3282.0
2011-02-01,미분양주택현황,충북,3154.0
2011-03-01,미분양주택현황,충북,3016.0
2011-04-01,미분양주택현황,충북,2915.0
2011-05-01,미분양주택현황,충북,1943.0
2011-06-01,미분양주택현황,충북,1835.0
2011-07-01,미분양주택현황,충북,1685.0
2011-08-01,미분양주택현황,충북,1515.0
2011-09-01,미분양주택현황,충북,1350.0
2011-10-01,미분양주택현황,충북,1195.0
2011-11-01,미분양주택현황,충북,1100.0
2011-12-01,미분양주택현황,충북,1031.0
2012-01-01,미분양주택현황,충북,1077.0
2012-02-01,미분양주택현황,충북,995.0
2012-03-01,미분양주택현황,충북,982.0
2012-04-01,미분양주택현황,충북,833.0
2012-05-01,미분양주택현황,충북,833.0
2012-06-01,미분양주택현황,충북,786.0
2012-07-01,미분양주택현황,충북,700.0
2012-08-01,미분양주택현황,충북,631.0
2012-09-01,미분양주택현황,충북,653.0
2012-10-01,미분양주택현황,충북,628.0
2012-11-01,미분양주택현황,충북,703.0
2012-12-01,미분양주택현황,충북,585.0
2013-01-01,미분양주택현황,충북,504.0
2013-02-01,미분양주택현황,충북,455.0
2013-03-01,미분양주택현황,충북,902.0
2013-04-01,미분양주택현황,충북,811.0
2013-05-01,미분양주택현황,충북,763.0
2013-06-01,미분양주택현황,충북,684.0
2013-07-01,미분양주택현황,충북,914.0
2013-08-01,미분양주택현황,충북,883.0
2013-09-01,미분양주택현황,충북,797.0
2013-10-01,미분양주택현황,충북,725.0
2013-11-01,미분양주택현황,충북,685.0
2013-12-01,미분양주택현황,충북,599.0
2014-01-01,미분양주택현황,충북,670.0
2014-02-01,미분양주택현황,충북,633.0
2014-03-01,미분양주택현황,충북,618.0
2014-04-01,미분양주택현황,충북,1442.0
2014-05-01,미분양주택현황,충북,1520.0
2014-06-01,미분양주택현황,충북,1486.0
2014-07-01,미분양주택현황,충북,1851.0
2014-08-01,미분양주택현황,충북,1553.0
2014-09-01,미분양주택현황,충북,1326.0
2014-10-01,미분양주택현황,충북,1144.0
2014-11-01,미분양주택현황,충북,1032.0
2014-12-01,미분양주택현황,충북,931.0
2015-01-01,미분양주택현황,충북,842.0
2015-02-01,미분양주택현황,충북,1090.0
2015-03-01,미분양주택현황,충북,940.0
2015-04-01,미분양주택현황,충북,838.0
2015-05-01,미분양주택현황,충북,748.0
2015-06-01,미분양주택현황,충북,1315.0
2015-07-01,미분양주택현황,충북,1376.0
2015-08-01,미분양주택현황,충북,1242.0
2015-09-01,미분양주택현황,충북,1265.0
2015-10-01,미분양주택현황,충북,1215.0
2015-11-01,미분양주택현황,충북,4114.0
2015-12-01,미분양주택현황,충북,3655.0
2016-01-01,미분양주택현황,충북,5007.0
2016-02-01,미분양주택현황,충북,4341.0
2016-03-01,미분양주택현황,충북,4096.0
2016-04-01,미분양주택현황,충북,4596.0
2016-05-01,미분양주택현황,충북,4171.0
2016-06-01,미분양주택현황,충북,4907.0
2016-07-01,미분양주택현황,충북,4428.0
2016-08-01,미분양주택현황,충북,4081.0
2016-09-01,미분양주택현황,충북,4164.0
2016-10-01,미분양주택현황,충북,4089.0
2016-11-01,미분양주택현황,충북,3920.0
2016-12-01,미분양주택현황,충북,3989.0
2017-01-01,미분양주택현황,충북,4043.0
2017-02-01,미분양주택현황,충북,3982.0
2017-03-01,미분양주택현황,충북,4415.0
2017-04-01,미분양주택현황,충북,5755.0
2017-05-01,미분양주택현황,충북,5433.0
2017-06-01,미분양주택현황,충북,7108.0
2017-07-01,미분양주택현황,충북,6853.0
2017-08-01,미분양주택현황,충북,5435.0
2017-09-01,미분양주택현황,충북,4927.0
2017-10-01,미분양주택현황,충북,4652.0
2017-11-01,미분양주택현황,충북,5285.0
2017-12-01,미분양주택현황,충북,4980.0
2018-01-01,미분양주택현황,충북,4634.0
2018-02-01,미분양주택현황,충북,4526.0
2018-03-01,미분양주택현황,충북,4167.0
2018-04-01,미분양주택현황,충북,4398.0
2018-05-01,미분양주택현황,충북,4537.0
2018-06-01,미분양주택현황,충북,5288.0
2018-07-01,미분양주택현황,충북,4870.0
2018-08-01,미분양주택현황,충북,4880.0
2018-09-01,미분양주택현황,충북,4426.0
2018-10-01,미분양주택현황,충북,4944.0
2018-11-01,미분양주택현황,충북,4707.0
2018-12-01,미분양주택현황,충북,4560.0
2019-01-01,미분양주택현황,충북,3525.0
2019-02-01,미분양주택현황,충북,3375.0
2019-03-01,미분양주택현황,충북,3536.0
2019-04-01,미분양주택현황,충북,3514.0
2019-05-01,미분양주택현황,충북,3412.0
2019-06-01,미분양주택현황,충북,3095.0
2019-07-01,미분양주택현황,충북,3236.0
2019-08-01,미분양주택현황,충북,2895.0
2019-09-01,미분양주택현황,충북,2554.0
2019-10-01,미분양주택현황,충북,2576.0
2019-11-01,미분양주택현황,충북,2216.0
2019-12-01,미분양주택현황,충북,1672.0
2020-01-01,미분양주택현황,충북,1166.0
2020-02-01,미분양주택현황,충북,1202.0
2020-03-01,미분양주택현황,충북,1109.0
2020-04-01,미분양주택현황,충북,919.0
2020-05-01,미분양주택현황,충북,365.0
2020-06-01,미분양주택현황,충북,355.0
2020-07-01,미분양주택현황,충북,352.0
2020-08-01,미분양주택현황,충북,337.0
2020-09-01,미분양주택현황,충북,319.0
2020-10-01,미분양주택현황,충북,307.0
2020-11-01,미분양주택현황,충북,275.0
2020-12-01,미분양주택현황,충북,273.0
2021-01-01,미분양주택현황,충북,234.0
2021-02-01,미분양주택현황,충북,211.0
2006-01-01,아파트실거래가격지수,충북,65.2
2006-02-01,아파트실거래가격지수,충북,66.4
2006-03-01,아파트실거래가격지수,충북,66.9
2006-04-01,아파트실거래가격지수,충북,67.7
2006-05-01,아파트실거래가격지수,충북,67.3
2006-06-01,아파트실거래가격지수,충북,67.9
2006-07-01,아파트실거래가격지수,충북,67.4
2006-08-01,아파트실거래가격지수,충북,68.0
2006-09-01,아파트실거래가격지수,충북,68.0
2006-10-01,아파트실거래가격지수,충북,68.0
2006-11-01,아파트실거래가격지수,충북,68.0
2006-12-01,아파트실거래가격지수,충북,68.2
2007-01-01,아파트실거래가격지수,충북,68.8
2007-02-01,아파트실거래가격지수,충북,68.7
2007-03-01,아파트실거래가격지수,충북,68.7
2007-04-01,아파트실거래가격지수,충북,69.3
2007-05-01,아파트실거래가격지수,충북,68.9
2007-06-01,아파트실거래가격지수,충북,68.1
2007-07-01,아파트실거래가격지수,충북,68.1
2007-08-01,아파트실거래가격지수,충북,68.1
2007-09-01,아파트실거래가격지수,충북,68.8
2007-10-01,아파트실거래가격지수,충북,68.6
2007-11-01,아파트실거래가격지수,충북,68.5
2007-12-01,아파트실거래가격지수,충북,68.8
2008-01-01,아파트실거래가격지수,충북,69.3
2008-02-01,아파트실거래가격지수,충북,69.9
2008-03-01,아파트실거래가격지수,충북,70.1
2008-04-01,아파트실거래가격지수,충북,70.0
2008-05-01,아파트실거래가격지수,충북,70.4
2008-06-01,아파트실거래가격지수,충북,70.9
2008-07-01,아파트실거래가격지수,충북,71.3
2008-08-01,아파트실거래가격지수,충북,70.9
2008-09-01,아파트실거래가격지수,충북,71.1
2008-10-01,아파트실거래가격지수,충북,71.3
2008-11-01,아파트실거래가격지수,충북,70.6
2008-12-01,아파트실거래가격지수,충북,69.4
2009-01-01,아파트실거래가격지수,충북,70.0
2009-02-01,아파트실거래가격지수,충북,69.9
2009-03-01,아파트실거래가격지수,충북,69.7
2009-04-01,아파트실거래가격지수,충북,69.6
2009-05-01,아파트실거래가격지수,충북,69.9
2009-06-01,아파트실거래가격지수,충북,70.3
2009-07-01,아파트실거래가격지수,충북,70.6
2009-08-01,아파트실거래가격지수,충북,71.2
